age_group,gender,nationality,fastest_finish_time_secs
45-49,F,,15578
55-59,F,CAN,15578
45-49,F,NOR,15578
50-54,F,ESP,15578
40-44,F,USA,15578
55-59,F,JPN,15578
40-44,F,USA,15578
40-44,F,FIN,15578
40-44,F,JPN,15578
50-54,F,JPN,15578
40-44,F,CAN,15578
45-49,F,HUN,15579
50-54,F,HON,15579
40-44,F,PAN,15579
40-44,F,USA,15579
45-49,F,USA,15579
40-44,F,FRA,15579
50-54,F,IRL,15579
45-49,F,SVK,15579
45-49,F,GBR,15579
40-44,F,,15579
45-49,F,USA,15579
40-44,F,RSA,15579
50-54,F,FRA,15579
50-54,F,JPN,15579
65-69,F,GBR,15580
55-59,F,USA,15580
40-44,F,CHN,15580
50-54,F,CHN,15580
55-59,F,GBR,15580
40-44,F,GER,15580
40-44,F,INA,15580
60-64,F,JPN,15580
40-44,F,RSA,15580
50-54,F,,15580
40-44,F,USA,15580
40-44,F,GBR,15580
40-44,F,USA,15580
40-44,F,USA,15580
45-49,F,THA,15581
45-49,F,CHN,15581
45-49,F,IRL,15581
40-44,F,AUS,15581
40-44,F,USA,15581
60-64,F,,15581
40-44,F,GBR,15581
45-49,F,ITA,15581
55-59,F,GBR,15581
50-54,F,JPN,15581
40-44,F,GBR,15581
40-44,F,USA,15581
40-44,F,USA,15581
60-64,F,JPN,15581
50-54,F,GBR,15581
65-69,F,USA,15582
55-59,F,ITA,15582
55-59,F,POR,15582
50-54,F,ITA,15582
45-49,F,IRL,15582
40-44,F,USA,15582
55-59,F,GBR,15582
40-44,F,ESP,15582
50-54,F,FRA,15582
50-54,F,CHN,15582
45-49,F,USA,15582
50-54,F,JPN,15582
40-44,F,GER,15582
40-44,F,RSA,15582
60-64,F,GER,15582
40-44,F,USA,15582
60-64,F,GER,15582
45-49,F,IND,15582
45-49,F,MDA,15582
55-59,F,ITA,15582
50-54,F,JPN,15582
50-54,F,JPN,15582
40-44,F,POR,15582
40-44,F,USA,15582
60-64,F,POR,15583
55-59,F,USA,15583
50-54,F,ARG,15583
40-44,F,USA,15583
45-49,F,GBR,15583
45-49,F,BRA,15583
40-44,F,JPN,15583
50-54,F,GER,15583
45-49,F,USA,15583
45-49,F,USA,15583
45-49,F,USA,15583
50-54,F,GBR,15583
55-59,F,USA,15583
50-54,F,USA,15583
45-49,F,INA,15583
55-59,F,CAN,15583
45-49,F,CHN,15583
40-44,F,BRA,15583
40-44,F,BRA,15583
45-49,F,GBR,15583
40-44,F,UKR,15584
50-54,F,ESP,15584
40-44,F,ARG,15584
40-44,F,USA,15584
45-49,F,JPN,15584
45-49,F,RSA,15584
40-44,F,BEL,15584
40-44,F,FRA,15584
45-49,F,USA,15584
50-54,F,BEL,15584
55-59,F,JPN,15584
45-49,F,THA,15584
60-64,F,JPN,15584
40-44,F,USA,15584
50-54,F,CAN,15584
45-49,F,USA,15584
50-54,F,THA,15584
50-54,F,CAN,15584
50-54,F,HKG,15584
55-59,F,USA,15584
40-44,F,POL,15584
55-59,F,ITA,15584
40-44,F,CAN,15584
40-44,F,GER,15584
50-54,F,GER,15584
50-54,F,SWE,15584
50-54,F,TPE,15584
50-54,F,JPN,15584
40-44,F,CAN,15585
75-79,F,NOR,15585
40-44,F,CHN,15585
45-49,F,CHN,15585
45-49,F,GBR,15585
45-49,F,GBR,15585
40-44,F,IRL,15585
50-54,F,FRA,15585
55-59,F,ISR,15585
50-54,F,JPN,15585
60-64,F,USA,15585
40-44,F,GER,15585
60-64,F,USA,15585
45-49,F,POR,15585
50-54,F,,15585
40-44,F,IRL,15585
60-64,F,JPN,15585
40-44,F,GBR,15585
40-44,F,USA,15585
50-54,F,IND,15585
40-44,F,GBR,15585
55-59,F,CHN,15585
65-69,F,GBR,15586
50-54,F,ITA,15586
45-49,F,HUN,15586
45-49,F,MEX,15586
45-49,F,BRA,15586
40-44,F,BRA,15586
40-44,F,SUI,15586
40-44,F,GER,15586
50-54,F,USA,15586
40-44,F,USA,15586
50-54,F,USA,15586
40-44,F,RSA,15586
45-49,F,THA,15586
55-59,F,USA,15586
60-64,F,AUS,15586
40-44,F,BRA,15586
40-44,F,BRA,15586
55-59,F,JPN,15586
45-49,F,USA,15586
40-44,F,NED,15587
45-49,F,CHN,15587
50-54,F,AUT,15587
55-59,F,ARG,15587
45-49,F,JPN,15587
45-49,F,RSA,15587
40-44,F,GER,15587
50-54,F,SWE,15587
55-59,F,USA,15587
50-54,F,AUS,15587
40-44,F,USA,15587
45-49,F,POR,15587
50-54,F,JPN,15588
45-49,F,USA,15588
40-44,F,NZL,15588
45-49,F,ARG,15588
40-44,F,,15588
40-44,F,ARG,15588
50-54,F,AUS,15588
45-49,F,TPE,15588
50-54,F,CAN,15588
40-44,F,CZE,15588
40-44,F,IRL,15588
40-44,F,USA,15588
40-44,F,BRA,15588
55-59,F,JPN,15588
50-54,F,JPN,15588
45-49,F,CAN,15588
65-69,F,CAN,15589
45-49,F,CHN,15589
40-44,F,IRL,15589
40-44,F,CHI,15589
50-54,F,USA,15589
45-49,F,BRA,15589
45-49,F,AUS,15589
40-44,F,RSA,15589
40-44,F,GBR,15589
45-49,F,USA,15589
45-49,F,IRL,15589
40-44,F,DEN,15589
50-54,F,USA,15589
45-49,F,JPN,15589
65-69,F,JPN,15590
40-44,F,UKR,15590
60-64,F,GBR,15590
40-44,F,BRA,15590
50-54,F,CHI,15590
40-44,F,USA,15590
55-59,F,IRL,15590
50-54,F,VEN,15590
50-54,F,MEX,15590
55-59,F,GER,15590
45-49,F,JPN,15590
45-49,F,USA,15590
45-49,F,GBR,15591
45-49,F,CHI,15591
50-54,F,USA,15591
45-49,F,USA,15591
40-44,F,ROU,15591
40-44,F,MEX,15591
45-49,F,IRL,15591
50-54,F,ESP,15591
40-44,F,HKG,15591
50-54,F,USA,15591
45-49,F,,15591
45-49,F,PHI,15591
45-49,F,IRL,15591
50-54,F,JPN,15591
45-49,F,USA,15591
50-54,F,JPN,15591
40-44,F,BRA,15591
40-44,F,RSA,15591
50-54,F,JPN,15591
45-49,F,JPN,15591
40-44,F,CRC,15592
45-49,F,ROM,15592
45-49,F,CHN,15592
60-64,F,USA,15592
50-54,F,USA,15592
55-59,F,ESP,15592
50-54,F,CHI,15592
40-44,F,CHN,15592
50-54,F,JPN,15592
45-49,F,TPE,15592
50-54,F,JPN,15592
45-49,F,USA,15592
45-49,F,FRA,15592
45-49,F,ITA,15592
55-59,F,DEN,15592
50-54,F,SUI,15592
45-49,F,USA,15592
45-49,F,SWE,15592
45-49,F,RSA,15592
40-44,F,USA,15592
40-44,F,GBR,15593
40-44,F,MEX,15593
40-44,F,GBR,15593
40-44,F,MEX,15593
45-49,F,TPE,15593
45-49,F,FRA,15593
55-59,F,FRA,15593
50-54,F,JPN,15593
45-49,F,GER,15593
45-49,F,SUI,15593
40-44,F,ITA,15593
50-54,F,NED,15593
55-59,F,ITA,15593
55-59,F,USA,15593
40-44,F,BRA,15593
60-64,F,JPN,15593
40-44,F,SGP,15594
55-59,F,JPN,15594
50-54,F,BRA,15594
45-49,F,AUS,15594
45-49,F,USA,15594
40-44,F,BRA,15594
40-44,F,FRA,15594
40-44,F,FRA,15594
40-44,F,GER,15594
55-59,F,,15594
40-44,F,LTU,15594
45-49,F,AUS,15594
45-49,F,CHN,15594
40-44,F,USA,15594
55-59,F,JPN,15594
50-54,F,USA,15595
50-54,F,ESP,15595
45-49,F,NCA,15595
50-54,F,GBR,15595
40-44,F,FRA,15595
50-54,F,JPN,15595
60-64,F,USA,15595
45-49,F,HKG,15595
40-44,F,GER,15595
50-54,F,JPN,15595
50-54,F,JPN,15595
45-49,F,GBR,15595
45-49,F,IRL,15595
40-44,F,CHN,15595
60-64,F,JPN,15595
40-44,F,GBR,15595
40-44,F,USA,15595
70-74,F,JPN,15596
45-49,F,GER,15596
40-44,F,MEX,15596
45-49,F,USA,15596
55-59,F,CHN,15596
45-49,F,USA,15596
55-59,F,USA,15596
50-54,F,FRA,15596
45-49,F,ITA,15596
40-44,F,FRA,15596
40-44,F,CAN,15596
40-44,F,USA,15596
50-54,F,JPN,15596
50-54,F,BRA,15597
55-59,F,GBR,15597
40-44,F,ITA,15597
45-49,F,IRL,15597
45-49,F,CAN,15597
45-49,F,ITA,15597
40-44,F,SUI,15597
40-44,F,SVK,15597
50-54,F,MEX,15597
40-44,F,EST,15597
45-49,F,JPN,15597
45-49,F,USA,15597
50-54,F,JPN,15597
45-49,F,VIE,15598
40-44,F,ARG,15598
45-49,F,USA,15598
50-54,F,USA,15598
40-44,F,USA,15598
45-49,F,GER,15598
50-54,F,USA,15598
40-44,F,IRL,15598
60-64,F,GER,15598
45-49,F,MEX,15599
55-59,F,GBR,15599
45-49,F,GBR,15599
40-44,F,GBR,15599
50-54,F,JPN,15599
60-64,F,IRL,15599
40-44,F,ESP,15599
40-44,F,ESP,15599
40-44,F,BEL,15599
45-49,F,ITA,15599
40-44,F,RSA,15599
45-49,F,JPN,15599
45-49,F,SUI,15600
50-54,F,USA,15600
45-49,F,RSA,15600
40-44,F,FRA,15600
40-44,F,USA,15600
45-49,F,ITA,15600
40-44,F,ITA,15600
40-44,F,IRL,15600
50-54,F,COL,15600
55-59,F,ITA,15600
50-54,F,THA,15600
60-64,F,USA,15600
55-59,F,GBR,15600
45-49,F,ITA,15600
40-44,F,USA,15600
45-49,F,JPN,15601
45-49,F,CHN,15601
40-44,F,USA,15601
45-49,F,USA,15601
50-54,F,PAN,15601
40-44,F,CAN,15601
50-54,F,,15601
55-59,F,USA,15601
45-49,F,GBR,15601
40-44,F,,15601
45-49,F,CHN,15601
45-49,F,DEN,15601
40-44,F,SVK,15601
50-54,F,JPN,15601
70-74,F,GER,15602
65-69,F,NED,15602
65-69,F,USA,15602
50-54,F,AUS,15602
45-49,F,ITA,15602
50-54,F,ROU,15602
40-44,F,MEX,15602
45-49,F,CHN,15602
40-44,F,ARG,15602
55-59,F,GBR,15602
40-44,F,GBR,15602
50-54,F,VEN,15602
55-59,F,GBR,15602
45-49,F,USA,15602
45-49,F,NZL,15602
50-54,F,AUS,15602
55-59,F,USA,15602
50-54,F,AUS,15602
45-49,F,JPN,15602
60-64,F,NED,15602
60-64,F,BRA,15602
50-54,F,USA,15602
70-74,F,JPN,15603
45-49,F,CHN,15603
45-49,F,EST,15603
40-44,F,GBR,15603
50-54,F,VEN,15603
40-44,F,USA,15603
40-44,F,CAN,15603
40-44,F,BRA,15603
50-54,F,NED,15603
40-44,F,SVK,15603
50-54,F,IRL,15603
45-49,F,USA,15603
45-49,F,,15603
45-49,F,THA,15603
50-54,F,JPN,15603
50-54,F,JPN,15603
65-69,F,USA,15604
40-44,F,IRL,15604
45-49,F,FRA,15604
50-54,F,NOR,15604
55-59,F,JPN,15604
40-44,F,USA,15604
45-49,F,USA,15604
50-54,F,CRC,15604
60-64,F,CHN,15604
45-49,F,GBR,15604
55-59,F,NZL,15605
45-49,F,BRA,15605
40-44,F,GBR,15605
50-54,F,JPN,15605
40-44,F,NED,15605
50-54,F,GBR,15605
55-59,F,BRA,15605
50-54,F,NED,15605
40-44,F,BRA,15605
40-44,F,CAN,15605
55-59,F,LTU,15605
55-59,F,GER,15605
45-49,F,NED,15605
50-54,F,ITA,15605
45-49,F,USA,15605
45-49,F,GER,15605
60-64,F,BAR,15605
50-54,F,CAN,15606
45-49,F,POL,15606
45-49,F,IRL,15606
40-44,F,USA,15606
50-54,F,JPN,15606
45-49,F,JPN,15606
50-54,F,USA,15606
40-44,F,HKG,15606
40-44,F,COL,15606
45-49,F,NED,15606
40-44,F,GBR,15606
50-54,F,CAN,15606
40-44,F,GBR,15606
45-49,F,ITA,15606
55-59,F,CHN,15606
60-64,F,GER,15606
40-44,F,USA,15607
45-49,F,JPN,15607
50-54,F,IRL,15607
40-44,F,JPN,15607
50-54,F,SUI,15607
50-54,F,RSA,15607
55-59,F,AUS,15607
40-44,F,ESP,15607
40-44,F,SWE,15607
50-54,F,USA,15607
40-44,F,GUA,15607
45-49,F,AUT,15607
40-44,F,POL,15608
45-49,F,USA,15608
45-49,F,GER,15608
45-49,F,USA,15608
50-54,F,GBR,15608
50-54,F,MEX,15608
60-64,F,JPN,15608
50-54,F,SGP,15608
45-49,F,GBR,15608
40-44,F,USA,15608
55-59,F,SWE,15608
45-49,F,USA,15609
50-54,F,CHN,15609
55-59,F,ESP,15609
45-49,F,TUR,15609
60-64,F,USA,15609
45-49,F,GBR,15609
65-69,F,JPN,15610
50-54,F,THA,15610
40-44,F,MEX,15610
40-44,F,PAK,15610
45-49,F,JPN,15610
45-49,F,CHN,15610
60-64,F,USA,15610
50-54,F,SGP,15610
40-44,F,USA,15610
55-59,F,JPN,15610
40-44,F,MAR,15610
40-44,F,FRA,15610
40-44,F,IRL,15610
45-49,F,AUS,15610
50-54,F,JPN,15610
40-44,F,USA,15610
55-59,F,USA,15610
55-59,F,USA,15610
50-54,F,CHN,15610
50-54,F,JPN,15610
50-54,F,AUS,15611
40-44,F,GBR,15611
40-44,F,JPN,15611
55-59,F,JPN,15611
40-44,F,USA,15611
40-44,F,,15611
55-59,F,JPN,15611
40-44,F,JPN,15611
40-44,F,JPN,15611
50-54,F,JPN,15611
45-49,F,USA,15611
50-54,F,GRE,15612
50-54,F,MEX,15612
50-54,F,CHN,15612
50-54,F,ARG,15612
40-44,F,ARG,15612
45-49,F,AUS,15612
50-54,F,,15612
45-49,F,CHN,15612
50-54,F,USA,15612
40-44,F,NZL,15612
45-49,F,USA,15612
50-54,F,ESP,15612
45-49,F,JPN,15612
40-44,F,IRL,15612
50-54,F,NZL,15612
60-64,F,CHN,15612
50-54,F,BRA,15612
55-59,F,ESP,15612
45-49,F,JPN,15613
45-49,F,USA,15613
45-49,F,CHN,15613
45-49,F,ARG,15613
50-54,F,,15613
40-44,F,USA,15613
40-44,F,IRL,15613
50-54,F,IRL,15613
45-49,F,ROU,15613
40-44,F,NED,15613
40-44,F,CAN,15613
45-49,F,ISR,15613
45-49,F,ESP,15613
60-64,F,GBR,15613
45-49,F,FRA,15613
40-44,F,USA,15613
55-59,F,USA,15613
40-44,F,USA,15613
45-49,F,GER,15613
50-54,F,ITA,15614
40-44,F,CHN,15614
40-44,F,IRL,15614
40-44,F,BRA,15614
40-44,F,NZL,15614
40-44,F,,15614
40-44,F,BRA,15614
55-59,F,GBR,15614
40-44,F,MAS,15614
40-44,F,ARG,15614
45-49,F,JPN,15614
50-54,F,USA,15614
50-54,F,SUI,15614
60-64,F,JPN,15614
45-49,F,JPN,15614
40-44,F,GER,15615
40-44,F,MEX,15615
45-49,F,JPN,15615
45-49,F,BRA,15615
40-44,F,USA,15615
40-44,F,SWE,15615
40-44,F,FRA,15615
55-59,F,ESP,15615
50-54,F,JPN,15615
50-54,F,HKG,15615
45-49,F,VIE,15615
50-54,F,SWE,15615
50-54,F,USA,15615
55-59,F,ITA,15615
40-44,F,RSA,15615
50-54,F,JPN,15615
40-44,F,MEX,15616
40-44,F,CHN,15616
45-49,F,USA,15616
40-44,F,VEN,15616
45-49,F,BRA,15616
40-44,F,USA,15616
55-59,F,USA,15616
40-44,F,USA,15616
45-49,F,USA,15616
40-44,F,GBR,15616
45-49,F,GBR,15616
55-59,F,GER,15616
45-49,F,BRA,15616
40-44,F,JPN,15616
65-69,F,GER,15617
50-54,F,MEX,15617
55-59,F,CHN,15617
45-49,F,ARG,15617
55-59,F,BRA,15617
40-44,F,BRA,15617
50-54,F,ARG,15617
55-59,F,ITA,15617
45-49,F,FRA,15617
45-49,F,VIE,15617
45-49,F,USA,15617
50-54,F,USA,15617
55-59,F,GBR,15617
50-54,F,USA,15617
45-49,F,CHN,15617
45-49,F,SWE,15617
55-59,F,JPN,15617
45-49,F,DOM,15617
60-64,F,CHN,15617
65-69,F,,15618
55-59,F,JPN,15618
45-49,F,CHN,15618
60-64,F,RSA,15618
40-44,F,ARG,15618
40-44,F,USA,15618
40-44,F,GBR,15618
55-59,F,CHN,15618
40-44,F,DEN,15618
45-49,F,FRA,15618
45-49,F,NED,15618
45-49,F,AUS,15618
55-59,F,AUS,15618
60-64,F,JPN,15618
45-49,F,JPN,15618
45-49,F,HKG,15618
40-44,F,ROU,15618
45-49,F,AUS,15618
40-44,F,MEX,15618
45-49,F,RSA,15618
40-44,F,USA,15619
40-44,F,ARG,15619
40-44,F,CAN,15619
40-44,F,POL,15619
40-44,F,JPN,15619
40-44,F,GER,15619
55-59,F,ESP,15619
50-54,F,JPN,15619
45-49,F,IRL,15619
45-49,F,USA,15619
45-49,F,USA,15619
40-44,F,USA,15619
40-44,F,FIN,15619
50-54,F,JPN,15619
45-49,F,HKG,15620
50-54,F,ARG,15620
50-54,F,GBR,15620
55-59,F,ROU,15620
40-44,F,RSA,15620
55-59,F,,15620
55-59,F,USA,15620
60-64,F,USA,15620
50-54,F,USA,15620
60-64,F,GBR,15620
45-49,F,RSA,15620
40-44,F,SLO,15620
40-44,F,USA,15620
40-44,F,BRA,15620
40-44,F,COL,15620
40-44,F,PER,15620
65-69,F,JPN,15621
60-64,F,JPN,15621
50-54,F,RSA,15621
50-54,F,HKG,15621
50-54,F,USA,15621
45-49,F,GBR,15621
40-44,F,CAN,15621
50-54,F,FRA,15621
50-54,F,CRC,15621
40-44,F,GBR,15621
40-44,F,GBR,15621
40-44,F,VIE,15621
50-54,F,FRA,15621
40-44,F,ROU,15621
45-49,F,USA,15621
50-54,F,USA,15621
45-49,F,ARG,15621
60-64,F,USA,15621
40-44,F,USA,15621
50-54,F,JPN,15621
65-69,F,NZL,15622
40-44,F,RSA,15622
45-49,F,ITA,15622
45-49,F,USA,15622
50-54,F,USA,15622
60-64,F,USA,15622
40-44,F,ROU,15622
55-59,F,GBR,15622
55-59,F,USA,15622
55-59,F,GBR,15622
40-44,F,GBR,15622
40-44,F,USA,15622
55-59,F,USA,15622
60-64,F,JPN,15622
40-44,F,RSA,15622
50-54,F,MEX,15622
50-54,F,USA,15622
50-54,F,USA,15622
50-54,F,BEL,15622
40-44,F,CHN,15622
50-54,F,CHN,15622
65-69,F,SUI,15623
40-44,F,MEX,15623
40-44,F,GBR,15623
50-54,F,GBR,15623
45-49,F,TPE,15623
50-54,F,FRA,15623
60-64,F,,15623
40-44,F,NED,15623
55-59,F,JPN,15623
50-54,F,BRA,15623
40-44,F,HKG,15623
45-49,F,,15623
40-44,F,RSA,15623
40-44,F,MEX,15624
55-59,F,USA,15624
40-44,F,ARG,15624
50-54,F,AUS,15624
40-44,F,FRA,15624
45-49,F,USA,15624
40-44,F,USA,15624
55-59,F,USA,15624
50-54,F,IRL,15624
40-44,F,,15624
40-44,F,SUI,15624
45-49,F,GER,15624
40-44,F,BRA,15624
50-54,F,JPN,15624
45-49,F,USA,15624
65-69,F,CAN,15625
45-49,F,USA,15625
55-59,F,COL,15625
40-44,F,ARG,15625
45-49,F,JPN,15625
45-49,F,POL,15625
45-49,F,GBR,15625
45-49,F,ESP,15625
40-44,F,USA,15625
55-59,F,JPN,15625
50-54,F,EST,15625
45-49,F,ITA,15625
40-44,F,GER,15625
45-49,F,IRL,15625
40-44,F,AUS,15625
45-49,F,JPN,15625
60-64,F,GBR,15625
45-49,F,JPN,15626
40-44,F,MEX,15626
40-44,F,CHN,15626
40-44,F,TPE,15626
50-54,F,CAN,15626
40-44,F,PER,15626
40-44,F,ARG,15626
55-59,F,ARG,15626
40-44,F,GBR,15626
50-54,F,USA,15626
55-59,F,JPN,15626
40-44,F,USA,15626
40-44,F,UKR,15626
50-54,F,GBR,15626
40-44,F,JPN,15626
60-64,F,USA,15626
40-44,F,USA,15626
50-54,F,USA,15626
50-54,F,CHN,15627
45-49,F,JPN,15627
60-64,F,NZL,15627
45-49,F,USA,15627
60-64,F,DOM,15627
45-49,F,USA,15627
40-44,F,FIN,15627
45-49,F,NEP,15627
50-54,F,GER,15627
55-59,F,CHN,15628
40-44,F,AUS,15628
40-44,F,PER,15628
40-44,F,USA,15628
40-44,F,USA,15628
50-54,F,GBR,15628
45-49,F,BEL,15628
45-49,F,GBR,15628
50-54,F,GBR,15628
50-54,F,ITA,15628
45-49,F,AUS,15628
45-49,F,BRA,15628
65-69,F,MEX,15629
40-44,F,GBR,15629
40-44,F,MEX,15629
40-44,F,CHN,15629
40-44,F,RSA,15629
55-59,F,GBR,15629
50-54,F,GBR,15629
40-44,F,GBR,15629
45-49,F,ARG,15629
45-49,F,GER,15629
45-49,F,,15629
50-54,F,USA,15629
45-49,F,ROU,15629
40-44,F,MEX,15629
40-44,F,MDA,15629
50-54,F,FIN,15629
60-64,F,USA,15629
50-54,F,AUT,15629
70-74,F,JPN,15630
45-49,F,MEX,15630
40-44,F,KAZ,15630
40-44,F,AUS,15630
40-44,F,USA,15630
45-49,F,GRE,15630
50-54,F,IRL,15630
40-44,F,,15630
50-54,F,GRN,15630
50-54,F,CHN,15630
55-59,F,JPN,15630
60-64,F,HKG,15630
40-44,F,USA,15631
40-44,F,SLO,15631
40-44,F,GBR,15631
45-49,F,FRA,15631
40-44,F,RSA,15631
50-54,F,USA,15631
40-44,F,USA,15631
45-49,F,FRA,15631
50-54,F,CAN,15631
50-54,F,ITA,15631
50-54,F,ITA,15631
55-59,F,SWE,15631
45-49,F,JPN,15631
40-44,F,JPN,15631
50-54,F,JPN,15631
45-49,F,MEX,15632
40-44,F,BRA,15632
40-44,F,USA,15632
40-44,F,AUS,15632
40-44,F,USA,15632
60-64,F,,15632
40-44,F,ARG,15632
60-64,F,USA,15632
55-59,F,JPN,15632
40-44,F,THA,15632
50-54,F,JPN,15632
55-59,F,USA,15632
50-54,F,CHI,15632
40-44,F,GBR,15632
50-54,F,CHN,15632
50-54,F,JPN,15632
60-64,F,JPN,15632
50-54,F,JPN,15633
45-49,F,USA,15633
45-49,F,GBR,15633
45-49,F,IRL,15633
40-44,F,ESP,15633
50-54,F,ARG,15633
40-44,F,GER,15633
50-54,F,USA,15633
45-49,F,ITA,15633
40-44,F,,15633
55-59,F,USA,15633
45-49,F,GER,15633
60-64,F,FIN,15633
45-49,F,GBR,15633
45-49,F,GER,15633
50-54,F,JPN,15633
40-44,F,JPN,15633
50-54,F,BRA,15633
40-44,F,USA,15633
65-69,F,USA,15634
50-54,F,FRA,15634
40-44,F,HON,15634
50-54,F,CHN,15634
50-54,F,ARG,15634
55-59,F,,15634
40-44,F,CAN,15634
40-44,F,FIN,15634
50-54,F,CAN,15634
40-44,F,HKG,15634
45-49,F,BEL,15634
50-54,F,,15634
55-59,F,GBR,15634
60-64,F,JPN,15634
55-59,F,KOR,15634
45-49,F,FRA,15634
60-64,F,CAN,15634
60-64,F,USA,15634
60-64,F,JPN,15634
50-54,F,JPN,15634
40-44,F,RSA,15634
40-44,F,USA,15635
40-44,F,USA,15635
45-49,F,USA,15635
45-49,F,ESP,15635
40-44,F,USA,15635
40-44,F,CAN,15635
50-54,F,HKG,15635
45-49,F,IRL,15635
45-49,F,USA,15635
40-44,F,MEX,15635
45-49,F,USA,15635
40-44,F,GBR,15635
40-44,F,BRA,15635
40-44,F,GER,15636
55-59,F,USA,15636
50-54,F,BRA,15636
45-49,F,FRA,15636
40-44,F,GER,15636
50-54,F,JPN,15636
50-54,F,BEL,15636
40-44,F,USA,15636
45-49,F,USA,15636
45-49,F,IND,15636
50-54,F,SWE,15636
40-44,F,RSA,15636
40-44,F,GRE,15637
45-49,F,,15637
45-49,F,COL,15637
55-59,F,USA,15637
55-59,F,SUI,15637
60-64,F,,15637
50-54,F,,15637
40-44,F,BEL,15637
45-49,F,JPN,15637
50-54,F,USA,15637
50-54,F,ITA,15637
50-54,F,SUI,15637
40-44,F,GER,15637
40-44,F,JPN,15637
40-44,F,USA,15637
45-49,F,GBR,15638
40-44,F,CHN,15638
50-54,F,CAN,15638
45-49,F,FRA,15638
50-54,F,JPN,15638
45-49,F,GER,15638
40-44,F,GBR,15638
50-54,F,GER,15638
40-44,F,GBR,15638
40-44,F,GBR,15638
40-44,F,CAN,15638
55-59,F,,15638
45-49,F,COL,15638
40-44,F,BRA,15638
50-54,F,USA,15638
40-44,F,USA,15638
45-49,F,USA,15639
50-54,F,GBR,15639
40-44,F,MEX,15639
50-54,F,GUY,15639
55-59,F,ARG,15639
45-49,F,USA,15639
50-54,F,,15639
55-59,F,USA,15639
40-44,F,IRL,15639
45-49,F,POR,15639
40-44,F,IRL,15639
50-54,F,USA,15639
50-54,F,USA,15639
45-49,F,IRL,15639
55-59,F,MAR,15639
60-64,F,USA,15639
45-49,F,THA,15639
40-44,F,CHN,15639
45-49,F,USA,15639
40-44,F,GER,15639
45-49,F,JPN,15639
50-54,F,JPN,15639
65-69,F,GBR,15640
45-49,F,MEX,15640
45-49,F,MAS,15640
40-44,F,PER,15640
40-44,F,ARG,15640
50-54,F,ESP,15640
45-49,F,GBR,15640
45-49,F,BRA,15640
50-54,F,ITA,15640
50-54,F,HKG,15640
45-49,F,SWE,15640
40-44,F,SLO,15640
45-49,F,POL,15641
60-64,F,CHN,15641
40-44,F,POL,15641
50-54,F,JPN,15641
45-49,F,SWE,15641
45-49,F,USA,15641
60-64,F,FRA,15641
40-44,F,CAN,15641
40-44,F,RSA,15641
50-54,F,IRL,15641
45-49,F,GBR,15641
55-59,F,GER,15641
55-59,F,CHN,15641
65-69,F,GER,15642
40-44,F,ITA,15642
45-49,F,NED,15642
45-49,F,GBR,15642
50-54,F,ESP,15642
40-44,F,IRL,15642
55-59,F,BEL,15642
45-49,F,POR,15642
50-54,F,GBR,15642
55-59,F,JPN,15642
45-49,F,AUS,15642
45-49,F,POL,15642
55-59,F,JPN,15642
55-59,F,JPN,15642
60-64,F,CAN,15642
50-54,F,MEX,15642
65-69,F,,15643
65-69,F,USA,15643
40-44,F,KAZ,15643
45-49,F,ESP,15643
45-49,F,GBR,15643
45-49,F,CHN,15643
45-49,F,BRA,15643
45-49,F,ESP,15643
45-49,F,FRA,15643
45-49,F,MAS,15643
40-44,F,RUS,15643
50-54,F,GBR,15643
40-44,F,USA,15643
45-49,F,IRL,15643
55-59,F,BRA,15643
40-44,F,ITA,15643
45-49,F,IRL,15643
45-49,F,ARG,15643
40-44,F,CHN,15644
45-49,F,ARG,15644
50-54,F,NED,15644
40-44,F,GBR,15644
40-44,F,,15644
40-44,F,TPE,15644
45-49,F,ESP,15644
45-49,F,FRA,15644
45-49,F,GBR,15644
45-49,F,JPN,15644
45-49,F,JPN,15644
40-44,F,BEL,15644
45-49,F,JPN,15644
45-49,F,COL,15644
50-54,F,USA,15644
65-69,F,ITA,15645
65-69,F,SVK,15645
60-64,F,USA,15645
50-54,F,JPN,15645
40-44,F,AUS,15645
50-54,F,USA,15645
40-44,F,USA,15645
55-59,F,USA,15645
55-59,F,USA,15645
45-49,F,ITA,15645
45-49,F,,15645
45-49,F,RSA,15645
40-44,F,USA,15645
55-59,F,GER,15645
40-44,F,USA,15645
45-49,F,JPN,15645
40-44,F,CHN,15646
45-49,F,BRA,15646
50-54,F,BRA,15646
50-54,F,FRA,15646
40-44,F,ESP,15646
40-44,F,SUI,15646
40-44,F,IND,15646
55-59,F,JPN,15646
50-54,F,BEL,15646
40-44,F,NCA,15646
50-54,F,TPE,15646
45-49,F,ESP,15646
40-44,F,USA,15646
40-44,F,PER,15647
40-44,F,ARG,15647
40-44,F,USA,15647
50-54,F,USA,15647
50-54,F,NED,15647
40-44,F,USA,15647
55-59,F,USA,15647
45-49,F,TUR,15647
45-49,F,GBR,15647
60-64,F,USA,15647
40-44,F,IRL,15647
45-49,F,HKG,15647
45-49,F,CAN,15647
45-49,F,USA,15647
45-49,F,BRA,15647
55-59,F,THA,15647
40-44,F,THA,15648
50-54,F,VEN,15648
50-54,F,,15648
45-49,F,CAN,15648
40-44,F,MEX,15648
40-44,F,USA,15648
