age_group,gender,nationality,fastest_finish_time_secs
40-44,F,USA,14262
50-54,F,BRA,14262
45-49,F,ITA,14262
40-44,F,USA,14262
40-44,F,RUS,14262
50-54,F,DOM,14262
45-49,F,USA,14262
55-59,F,JPN,14263
55-59,F,USA,14263
55-59,F,USA,14263
50-54,F,MEX,14263
45-49,F,MAS,14263
40-44,F,CRC,14263
45-49,F,GBR,14263
50-54,F,GER,14263
40-44,F,GER,14263
40-44,F,USA,14263
40-44,F,USA,14263
50-54,F,JPN,14263
55-59,F,CAN,14264
50-54,F,JPN,14264
50-54,F,GBR,14264
45-49,F,USA,14264
40-44,F,SGP,14264
50-54,F,JPN,14264
40-44,F,CAN,14264
45-49,F,USA,14264
45-49,F,CAN,14264
40-44,F,VIE,14264
45-49,F,GER,14264
45-49,F,RSA,14264
45-49,F,CHN,14264
50-54,F,JPN,14264
40-44,F,GER,14264
40-44,F,USA,14264
45-49,F,BRA,14264
50-54,F,POR,14264
45-49,F,URU,14264
45-49,F,JPN,14264
40-44,F,ITA,14264
40-44,F,ROU,14264
40-44,F,JPN,14265
45-49,F,GER,14265
45-49,F,JPN,14265
40-44,F,GER,14265
40-44,F,MEX,14265
40-44,F,HKG,14265
40-44,F,RSA,14265
45-49,F,USA,14265
50-54,F,,14265
40-44,F,BRA,14265
45-49,F,HKG,14265
55-59,F,JPN,14266
55-59,F,BRA,14266
55-59,F,BRA,14266
55-59,F,CAN,14266
45-49,F,GER,14266
50-54,F,BRA,14266
50-54,F,JPN,14266
40-44,F,BRA,14266
40-44,F,PER,14266
40-44,F,BEL,14266
45-49,F,THA,14266
45-49,F,GER,14266
45-49,F,HKG,14266
50-54,F,FRA,14266
45-49,F,POR,14266
40-44,F,ITA,14266
40-44,F,URU,14266
45-49,F,USA,14266
55-59,F,,14267
50-54,F,MEX,14267
50-54,F,CHN,14267
40-44,F,CHN,14267
60-64,F,CHN,14267
45-49,F,ARG,14267
60-64,F,USA,14267
40-44,F,CAN,14267
40-44,F,CAN,14267
40-44,F,USA,14267
50-54,F,,14267
45-49,F,JPN,14267
45-49,F,MGL,14267
40-44,F,JPN,14267
45-49,F,CHN,14267
45-49,F,,14267
45-49,F,GER,14267
40-44,F,CHN,14267
55-59,F,JPN,14268
55-59,F,VEN,14268
55-59,F,CHN,14268
55-59,F,USA,14268
45-49,F,GER,14268
40-44,F,FRA,14268
40-44,F,CRO,14268
40-44,F,SVK,14268
40-44,F,CHN,14268
50-54,F,ARG,14268
50-54,F,ESP,14268
50-54,F,GBR,14268
40-44,F,KOR,14268
50-54,F,JPN,14268
40-44,F,GER,14268
45-49,F,CAN,14268
45-49,F,VEN,14268
40-44,F,JPN,14268
45-49,F,ITA,14268
40-44,F,NOR,14268
40-44,F,NED,14268
55-59,F,SLO,14269
40-44,F,USA,14269
40-44,F,USA,14269
40-44,F,GBR,14269
40-44,F,AUS,14269
50-54,F,BEL,14269
40-44,F,ESP,14269
40-44,F,GER,14269
40-44,F,LAT,14269
50-54,F,BEL,14269
45-49,F,USA,14269
50-54,F,ITA,14269
60-64,F,USA,14269
45-49,F,POL,14269
40-44,F,USA,14269
40-44,F,CHN,14269
45-49,F,ITA,14269
45-49,F,USA,14269
45-49,F,AUT,14269
55-59,F,JPN,14270
65-69,F,JPN,14270
40-44,F,MEX,14270
45-49,F,JPN,14270
60-64,F,USA,14270
45-49,F,GER,14270
40-44,F,IRL,14270
40-44,F,IRL,14270
45-49,F,GER,14270
50-54,F,PHI,14270
45-49,F,COL,14270
45-49,F,JPN,14270
40-44,F,JPN,14270
55-59,F,JPN,14271
45-49,F,BRA,14271
50-54,F,FRA,14271
45-49,F,JPN,14271
60-64,F,USA,14271
45-49,F,JPN,14271
40-44,F,TPE,14271
45-49,F,NOR,14271
45-49,F,SRB,14271
40-44,F,GBR,14271
45-49,F,JPN,14271
40-44,F,ITA,14271
40-44,F,USA,14271
40-44,F,USA,14271
50-54,F,CAN,14271
55-59,F,HKG,14272
55-59,F,GBR,14272
55-59,F,CAN,14272
55-59,F,GER,14272
40-44,F,CHN,14272
50-54,F,CHN,14272
45-49,F,CHN,14272
50-54,F,AUS,14272
50-54,F,CAN,14272
40-44,F,ESP,14272
40-44,F,VIE,14272
45-49,F,AUT,14272
60-64,F,USA,14272
40-44,F,CRC,14272
40-44,F,FRA,14272
40-44,F,IRL,14272
40-44,F,USA,14272
55-59,F,GER,14273
50-54,F,MEX,14273
50-54,F,IRL,14273
40-44,F,USA,14273
40-44,F,BRA,14273
45-49,F,JPN,14273
40-44,F,VIE,14273
45-49,F,ITA,14273
45-49,F,GER,14273
45-49,F,BEL,14273
45-49,F,CAN,14273
45-49,F,BEL,14273
40-44,F,USA,14273
40-44,F,RSA,14273
50-54,F,PER,14273
40-44,F,CHN,14273
45-49,F,USA,14273
55-59,F,RSA,14274
55-59,F,CRO,14274
40-44,F,GER,14274
45-49,F,GBR,14274
45-49,F,IRL,14274
40-44,F,BRA,14274
45-49,F,BEL,14274
40-44,F,,14274
50-54,F,,14274
50-54,F,JPN,14274
40-44,F,FRA,14274
50-54,F,CAN,14274
45-49,F,,14274
40-44,F,GER,14274
50-54,F,THA,14274
45-49,F,JPN,14274
50-54,F,JPN,14274
40-44,F,POL,14274
55-59,F,JPN,14275
40-44,F,JPN,14275
45-49,F,BRA,14275
50-54,F,GBR,14275
45-49,F,GBR,14275
50-54,F,SWE,14275
40-44,F,POL,14275
40-44,F,USA,14275
60-64,F,JPN,14275
45-49,F,USA,14275
45-49,F,CHN,14275
40-44,F,USA,14275
45-49,F,GBR,14275
55-59,F,USA,14276
45-49,F,USA,14276
50-54,F,JPN,14276
45-49,F,BRA,14276
45-49,F,ARG,14276
40-44,F,ROU,14276
45-49,F,CHN,14276
40-44,F,JPN,14276
40-44,F,USA,14276
40-44,F,ITA,14276
50-54,F,JPN,14276
50-54,F,JPN,14276
45-49,F,RSA,14276
50-54,F,USA,14276
40-44,F,CHN,14276
50-54,F,JPN,14276
50-54,F,USA,14276
40-44,F,GBR,14276
50-54,F,CHN,14276
50-54,F,USA,14276
45-49,F,ESP,14276
40-44,F,USA,14276
40-44,F,SLO,14276
55-59,F,USA,14277
55-59,F,USA,14277
55-59,F,USA,14277
45-49,F,CHN,14277
45-49,F,POL,14277
60-64,F,USA,14277
50-54,F,CHN,14277
50-54,F,AUS,14277
50-54,F,USA,14277
40-44,F,USA,14277
40-44,F,HKG,14277
40-44,F,CHN,14277
45-49,F,DEN,14277
60-64,F,AUS,14277
40-44,F,FRA,14277
45-49,F,ITA,14277
40-44,F,POL,14277
40-44,F,IRL,14277
50-54,F,USA,14277
50-54,F,,14277
60-64,F,GBR,14277
55-59,F,IRL,14278
45-49,F,JPN,14278
40-44,F,USA,14278
45-49,F,ESP,14278
40-44,F,ESP,14278
40-44,F,HKG,14278
40-44,F,BRA,14278
40-44,F,GER,14278
45-49,F,JPN,14278
45-49,F,ITA,14278
40-44,F,USA,14278
50-54,F,IRL,14278
40-44,F,USA,14278
55-59,F,BRA,14279
55-59,F,USA,14279
45-49,F,USA,14279
50-54,F,JPN,14279
45-49,F,CHN,14279
40-44,F,FRA,14279
40-44,F,DEN,14279
50-54,F,NOR,14279
50-54,F,FRA,14279
40-44,F,USA,14279
40-44,F,USA,14279
40-44,F,,14279
40-44,F,RSA,14279
50-54,F,SLO,14279
50-54,F,USA,14279
45-49,F,RSA,14279
40-44,F,GER,14279
45-49,F,GBR,14279
40-44,F,UKR,14279
50-54,F,BEL,14279
55-59,F,AUS,14280
50-54,F,GER,14280
40-44,F,USA,14280
45-49,F,CAN,14280
45-49,F,CHN,14280
60-64,F,CHN,14280
40-44,F,CHN,14280
45-49,F,SUI,14280
40-44,F,VEN,14280
40-44,F,CAY,14280
40-44,F,NOR,14280
40-44,F,GER,14280
45-49,F,GBR,14280
45-49,F,JPN,14280
45-49,F,JPN,14280
50-54,F,RSA,14280
50-54,F,,14280
40-44,F,IRL,14280
50-54,F,JPN,14280
60-64,F,NOR,14280
55-59,F,JPN,14281
55-59,F,USA,14281
65-69,F,GER,14281
55-59,F,AUS,14281
40-44,F,JPN,14281
60-64,F,JPN,14281
50-54,F,HUN,14281
40-44,F,CAN,14281
40-44,F,CHN,14281
45-49,F,,14281
45-49,F,USA,14281
40-44,F,BRA,14281
45-49,F,HKG,14281
60-64,F,GER,14281
40-44,F,USA,14281
40-44,F,BRA,14281
50-54,F,GER,14281
40-44,F,JPN,14281
45-49,F,JPN,14281
40-44,F,USA,14281
45-49,F,GBR,14282
40-44,F,KEN,14282
40-44,F,NOR,14282
50-54,F,CHN,14282
40-44,F,CHN,14282
45-49,F,USA,14282
50-54,F,CAN,14282
50-54,F,BRA,14282
50-54,F,JPN,14282
40-44,F,CHN,14282
60-64,F,USA,14282
40-44,F,USA,14282
40-44,F,GER,14282
45-49,F,GBR,14282
40-44,F,BRA,14282
45-49,F,JPN,14282
40-44,F,POL,14282
55-59,F,AUS,14283
50-54,F,CHN,14283
40-44,F,BRA,14283
40-44,F,GBR,14283
40-44,F,USA,14283
45-49,F,GBR,14283
45-49,F,CPV,14283
45-49,F,FRA,14283
45-49,F,ITA,14283
45-49,F,CAN,14283
40-44,F,IRL,14283
45-49,F,INA,14283
60-64,F,JPN,14283
50-54,F,IRL,14283
40-44,F,INA,14283
40-44,F,CAN,14283
40-44,F,BRA,14283
40-44,F,NED,14283
40-44,F,GER,14283
55-59,F,JPN,14284
55-59,F,ISL,14284
55-59,F,USA,14284
55-59,F,GER,14284
55-59,F,JPN,14284
40-44,F,GER,14284
50-54,F,CHN,14284
50-54,F,ARG,14284
50-54,F,JPN,14284
50-54,F,GBR,14284
40-44,F,ESP,14284
40-44,F,JPN,14284
40-44,F,GER,14284
60-64,F,GBR,14284
60-64,F,USA,14284
45-49,F,IRL,14284
45-49,F,JPN,14284
45-49,F,JPN,14284
55-59,F,JPN,14285
55-59,F,ESP,14285
50-54,F,ITA,14285
45-49,F,POR,14285
45-49,F,FRA,14285
40-44,F,USA,14285
40-44,F,ESP,14285
40-44,F,GBR,14285
40-44,F,USA,14285
40-44,F,ARG,14285
50-54,F,NOR,14285
45-49,F,JPN,14285
60-64,F,JPN,14285
55-59,F,IRL,14286
55-59,F,USA,14286
55-59,F,CHN,14286
60-64,F,CHN,14286
45-49,F,ARG,14286
45-49,F,DEN,14286
45-49,F,TPE,14286
45-49,F,SUI,14286
45-49,F,MAS,14286
45-49,F,JPN,14286
45-49,F,AUS,14286
40-44,F,POR,14286
50-54,F,JPN,14286
50-54,F,JPN,14286
50-54,F,JPN,14286
50-54,F,CHI,14286
45-49,F,FRA,14286
40-44,F,ITA,14286
45-49,F,CHN,14286
40-44,F,CAN,14286
55-59,F,USA,14287
55-59,F,,14287
50-54,F,JPN,14287
40-44,F,URU,14287
40-44,F,,14287
45-49,F,RSA,14287
40-44,F,FRA,14287
40-44,F,TAN,14287
50-54,F,USA,14287
50-54,F,IRL,14287
40-44,F,POL,14287
45-49,F,GBR,14287
40-44,F,GBR,14287
40-44,F,JPN,14287
40-44,F,GBR,14287
40-44,F,DEN,14287
40-44,F,POL,14287
40-44,F,TPE,14287
60-64,F,USA,14287
50-54,F,USA,14287
55-59,F,,14288
55-59,F,BRA,14288
55-59,F,USA,14288
55-59,F,KOR,14288
40-44,F,LAT,14288
50-54,F,BEL,14288
40-44,F,CHN,14288
40-44,F,GBR,14288
40-44,F,GBR,14288
40-44,F,JPN,14288
45-49,F,,14288
50-54,F,CHN,14288
50-54,F,GBR,14288
40-44,F,USA,14288
40-44,F,TPE,14288
45-49,F,BRA,14288
50-54,F,,14288
50-54,F,SGP,14288
45-49,F,GBR,14288
50-54,F,GER,14288
45-49,F,NED,14288
40-44,F,JPN,14288
40-44,F,RSA,14288
40-44,F,USA,14288
55-59,F,IRL,14289
55-59,F,JPN,14289
40-44,F,USA,14289
40-44,F,ITA,14289
60-64,F,GBR,14289
40-44,F,USA,14289
40-44,F,USA,14289
40-44,F,IRL,14289
50-54,F,NED,14289
40-44,F,CAN,14289
50-54,F,BRA,14289
45-49,F,USA,14289
40-44,F,USA,14289
45-49,F,JPN,14289
50-54,F,JPN,14289
45-49,F,BRA,14289
50-54,F,GBR,14289
50-54,F,CHN,14289
50-54,F,USA,14289
40-44,F,USA,14289
55-59,F,USA,14290
55-59,F,FRA,14290
45-49,F,GER,14290
40-44,F,POL,14290
40-44,F,CHN,14290
50-54,F,NED,14290
40-44,F,BRA,14290
50-54,F,GBR,14290
45-49,F,IRL,14290
40-44,F,CAN,14290
45-49,F,NED,14290
50-54,F,GBR,14290
40-44,F,RSA,14290
40-44,F,USA,14290
50-54,F,USA,14290
40-44,F,,14290
45-49,F,USA,14290
40-44,F,USA,14290
40-44,F,BRA,14290
50-54,F,JPN,14290
55-59,F,GBR,14291
55-59,F,USA,14291
40-44,F,USA,14291
40-44,F,IRL,14291
40-44,F,AUS,14291
45-49,F,USA,14291
45-49,F,SVK,14291
40-44,F,KOR,14291
40-44,F,USA,14291
40-44,F,PAN,14291
40-44,F,CAN,14291
40-44,F,GER,14291
45-49,F,CHN,14291
40-44,F,CHN,14291
50-54,F,ITA,14291
45-49,F,USA,14291
70-74,F,USA,14292
55-59,F,ESP,14292
55-59,F,CAN,14292
60-64,F,JPN,14292
45-49,F,ITA,14292
40-44,F,ITA,14292
50-54,F,GBR,14292
40-44,F,GBR,14292
50-54,F,GBR,14292
45-49,F,USA,14292
45-49,F,USA,14292
40-44,F,DEN,14292
40-44,F,NZL,14292
50-54,F,CHN,14292
45-49,F,,14292
45-49,F,CHN,14292
45-49,F,JPN,14292
50-54,F,IRL,14292
40-44,F,IRL,14292
50-54,F,USA,14292
50-54,F,LAT,14292
50-54,F,CHN,14292
40-44,F,IRL,14292
50-54,F,BRA,14292
65-69,F,NED,14293
55-59,F,JPN,14293
40-44,F,USA,14293
50-54,F,ITA,14293
40-44,F,CHN,14293
40-44,F,GER,14293
45-49,F,GBR,14293
45-49,F,COL,14293
50-54,F,,14293
40-44,F,IRL,14293
45-49,F,BEL,14293
45-49,F,AUS,14293
45-49,F,FRA,14293
45-49,F,CAN,14293
50-54,F,USA,14293
60-64,F,GBR,14293
40-44,F,BRA,14293
55-59,F,BRA,14294
50-54,F,TPE,14294
45-49,F,FRA,14294
50-54,F,CHN,14294
40-44,F,CHN,14294
45-49,F,ARG,14294
50-54,F,ARG,14294
45-49,F,FIN,14294
45-49,F,USA,14294
40-44,F,FRA,14294
50-54,F,JPN,14294
50-54,F,CAN,14294
45-49,F,IRL,14294
40-44,F,IRL,14294
45-49,F,AUS,14294
45-49,F,ESP,14294
40-44,F,VIE,14294
40-44,F,USA,14294
40-44,F,GER,14294
60-64,F,JPN,14294
55-59,F,USA,14295
40-44,F,GBR,14295
40-44,F,CHN,14295
50-54,F,JPN,14295
45-49,F,ESP,14295
40-44,F,GBR,14295
40-44,F,INA,14295
50-54,F,CHN,14295
50-54,F,GBR,14295
50-54,F,SUI,14295
40-44,F,BRA,14295
50-54,F,RSA,14295
60-64,F,USA,14295
40-44,F,JPN,14295
50-54,F,USA,14295
50-54,F,CAN,14296
45-49,F,CAN,14296
45-49,F,USA,14296
50-54,F,ESP,14296
40-44,F,GBR,14296
50-54,F,SLO,14296
45-49,F,CRC,14296
45-49,F,AUS,14296
40-44,F,CHN,14296
50-54,F,ITA,14296
50-54,F,ITA,14296
50-54,F,FRA,14296
40-44,F,JPN,14296
50-54,F,BRA,14296
70-74,F,FIN,14297
55-59,F,MAS,14297
45-49,F,FIN,14297
45-49,F,CAN,14297
40-44,F,MAR,14297
40-44,F,USA,14297
50-54,F,ARG,14297
40-44,F,BRA,14297
45-49,F,FRA,14297
50-54,F,USA,14297
50-54,F,USA,14297
40-44,F,USA,14297
40-44,F,CHI,14297
40-44,F,USA,14297
50-54,F,CAN,14297
50-54,F,THA,14297
55-59,F,USA,14298
45-49,F,JPN,14298
45-49,F,BRA,14298
40-44,F,MEX,14298
40-44,F,POL,14298
40-44,F,USA,14298
40-44,F,USA,14298
45-49,F,CHN,14298
50-54,F,USA,14298
50-54,F,JPN,14298
50-54,F,GER,14298
50-54,F,GBR,14298
40-44,F,CHN,14298
45-49,F,GER,14298
40-44,F,GER,14298
55-59,F,CHN,14299
40-44,F,JPN,14299
40-44,F,SVK,14299
45-49,F,USA,14299
40-44,F,IRL,14299
50-54,F,HKG,14299
45-49,F,MEX,14299
45-49,F,JPN,14299
55-59,F,GBR,14300
55-59,F,USA,14300
55-59,F,USA,14300
55-59,F,JPN,14300
45-49,F,ARG,14300
40-44,F,MEX,14300
40-44,F,CHN,14300
40-44,F,ARG,14300
45-49,F,USA,14300
45-49,F,USA,14300
45-49,F,USA,14300
50-54,F,IRL,14300
50-54,F,JPN,14300
50-54,F,CHN,14300
50-54,F,GBR,14300
60-64,F,USA,14300
50-54,F,JPN,14300
45-49,F,USA,14300
45-49,F,AUT,14300
45-49,F,MEX,14300
40-44,F,COL,14300
65-69,F,JPN,14301
40-44,F,MEX,14301
40-44,F,USA,14301
40-44,F,CHN,14301
45-49,F,CHN,14301
45-49,F,BRA,14301
50-54,F,AUS,14301
40-44,F,USA,14301
40-44,F,BRA,14301
40-44,F,MAR,14301
40-44,F,BRA,14301
50-54,F,FRA,14301
45-49,F,RSA,14301
45-49,F,NED,14301
40-44,F,USA,14301
40-44,F,GBR,14301
45-49,F,GER,14301
60-64,F,USA,14301
40-44,F,PER,14301
45-49,F,ARG,14301
40-44,F,JPN,14301
55-59,F,ARG,14302
55-59,F,USA,14302
55-59,F,USA,14302
55-59,F,USA,14302
55-59,F,CAN,14302
45-49,F,JPN,14302
40-44,F,USA,14302
40-44,F,USA,14302
45-49,F,NED,14302
45-49,F,FRA,14302
45-49,F,AUS,14302
40-44,F,AUS,14302
40-44,F,ITA,14302
40-44,F,JPN,14302
45-49,F,MAS,14302
45-49,F,GBR,14302
50-54,F,FRA,14302
45-49,F,CHN,14302
45-49,F,RSA,14302
40-44,F,USA,14302
45-49,F,JPN,14302
40-44,F,BRA,14302
55-59,F,JPN,14303
55-59,F,SUI,14303
55-59,F,USA,14303
40-44,F,ITA,14303
50-54,F,CHN,14303
50-54,F,USA,14303
40-44,F,PAR,14303
40-44,F,GBR,14303
40-44,F,ISR,14303
45-49,F,USA,14303
40-44,F,USA,14303
50-54,F,JPN,14303
40-44,F,POL,14303
50-54,F,JPN,14303
45-49,F,CAN,14303
45-49,F,ITA,14303
50-54,F,AUS,14303
55-59,F,FRA,14304
55-59,F,USA,14304
50-54,F,USA,14304
50-54,F,CHN,14304
40-44,F,CHN,14304
45-49,F,CHN,14304
40-44,F,AUS,14304
40-44,F,USA,14304
45-49,F,IRL,14304
40-44,F,FRA,14304
50-54,F,GBR,14304
40-44,F,USA,14304
40-44,F,JPN,14304
45-49,F,VIE,14304
45-49,F,BRA,14304
40-44,F,MEX,14304
45-49,F,AUS,14304
40-44,F,CHI,14304
45-49,F,USA,14304
45-49,F,HUN,14304
50-54,F,JPN,14304
40-44,F,USA,14304
40-44,F,GBR,14304
45-49,F,CHN,14304
50-54,F,CHN,14304
55-59,F,GER,14305
55-59,F,JPN,14305
55-59,F,USA,14305
40-44,F,GER,14305
40-44,F,NED,14305
40-44,F,BRA,14305
45-49,F,USA,14305
45-49,F,CHN,14305
50-54,F,ARG,14305
45-49,F,JPN,14305
40-44,F,ESP,14305
40-44,F,AUS,14305
45-49,F,USA,14305
45-49,F,ESP,14305
40-44,F,FRA,14305
45-49,F,CAN,14305
45-49,F,JPN,14305
40-44,F,GER,14305
40-44,F,USA,14305
40-44,F,ITA,14305
50-54,F,GBR,14305
40-44,F,GBR,14305
45-49,F,TPE,14305
50-54,F,CHN,14305
40-44,F,BRA,14305
45-49,F,BRA,14305
40-44,F,BRA,14305
40-44,F,POR,14306
40-44,F,GBR,14306
45-49,F,POL,14306
50-54,F,IRL,14306
45-49,F,COL,14306
40-44,F,USA,14306
40-44,F,USA,14306
40-44,F,,14306
55-59,F,CAN,14307
55-59,F,CAN,14307
55-59,F,GER,14307
50-54,F,CHI,14307
45-49,F,USA,14307
45-49,F,CHN,14307
50-54,F,GBR,14307
40-44,F,PER,14307
40-44,F,ARG,14307
45-49,F,USA,14307
45-49,F,USA,14307
40-44,F,CAN,14307
50-54,F,ESP,14307
40-44,F,SVK,14307
50-54,F,,14307
60-64,F,GER,14307
45-49,F,MAS,14307
40-44,F,BRA,14307
50-54,F,ECU,14307
45-49,F,RSA,14307
45-49,F,JPN,14307
55-59,F,GBR,14308
55-59,F,USA,14308
55-59,F,NOR,14308
45-49,F,JPN,14308
40-44,F,PHI,14308
40-44,F,URU,14308
45-49,F,CHN,14308
40-44,F,CAN,14308
40-44,F,USA,14308
45-49,F,USA,14308
40-44,F,BRA,14308
50-54,F,SUI,14308
40-44,F,NED,14308
45-49,F,USA,14308
45-49,F,FRA,14308
50-54,F,POR,14308
50-54,F,USA,14308
50-54,F,USA,14308
65-69,F,CAN,14309
55-59,F,GBR,14309
55-59,F,USA,14309
40-44,F,CZE,14309
45-49,F,CHN,14309
40-44,F,USA,14309
45-49,F,CHN,14309
45-49,F,DEN,14309
45-49,F,USA,14309
45-49,F,AUS,14309
45-49,F,ITA,14309
50-54,F,USA,14309
40-44,F,,14309
45-49,F,USA,14309
40-44,F,CAN,14310
40-44,F,CHN,14310
45-49,F,USA,14310
50-54,F,ARG,14310
45-49,F,AUS,14310
50-54,F,FRA,14310
50-54,F,JPN,14310
45-49,F,FRA,14310
40-44,F,HKG,14310
45-49,F,ESP,14310
45-49,F,ARG,14310
40-44,F,GER,14310
40-44,F,JPN,14310
60-64,F,USA,14310
45-49,F,GBR,14310
40-44,F,GER,14310
55-59,F,RSA,14311
50-54,F,JPN,14311
50-54,F,JPN,14311
40-44,F,GBR,14311
40-44,F,NCA,14311
50-54,F,CHN,14311
40-44,F,GER,14311
40-44,F,GER,14311
50-54,F,GBR,14311
45-49,F,FRA,14311
60-64,F,JPN,14311
40-44,F,DEN,14311
50-54,F,USA,14311
40-44,F,USA,14311
40-44,F,KAZ,14311
45-49,F,USA,14311
45-49,F,GER,14311
40-44,F,CHN,14311
45-49,F,BRA,14311
55-59,F,SGP,14312
55-59,F,ESP,14312
40-44,F,HKG,14312
40-44,F,MEX,14312
45-49,F,GBR,14312
40-44,F,CAN,14312
40-44,F,MEX,14312
40-44,F,GBR,14312
45-49,F,JPN,14312
40-44,F,VIE,14312
40-44,F,GBR,14312
40-44,F,USA,14312
45-49,F,GBR,14312
50-54,F,CRC,14312
50-54,F,FRA,14312
40-44,F,JPN,14312
55-59,F,ITA,14313
55-59,F,GER,14313
45-49,F,ECU,14313
60-64,F,BRA,14313
50-54,F,CHN,14313
50-54,F,GBR,14313
50-54,F,ITA,14313
40-44,F,BRA,14313
40-44,F,ESP,14313
45-49,F,USA,14313
40-44,F,MLT,14313
45-49,F,USA,14313
45-49,F,ESP,14313
50-54,F,ISL,14313
50-54,F,FRA,14313
40-44,F,SWE,14313
40-44,F,USA,14313
65-69,F,USA,14314
40-44,F,ITA,14314
50-54,F,CAN,14314
40-44,F,GER,14314
45-49,F,GER,14314
45-49,F,IRL,14314
50-54,F,JPN,14314
40-44,F,GER,14314
40-44,F,USA,14314
40-44,F,IRL,14314
60-64,F,GBR,14314
45-49,F,JPN,14314
60-64,F,USA,14314
50-54,F,HKG,14314
45-49,F,MEX,14314
45-49,F,TPE,14314
50-54,F,CHI,14314
40-44,F,FRA,14314
60-64,F,SLO,14314
45-49,F,JPN,14314
45-49,F,JPN,14314
40-44,F,RSA,14314
50-54,F,USA,14314
40-44,F,USA,14315
50-54,F,CHN,14315
50-54,F,,14315
40-44,F,RSA,14315
45-49,F,USA,14315
40-44,F,USA,14315
45-49,F,JPN,14315
45-49,F,HUN,14315
45-49,F,GER,14315
45-49,F,ITA,14315
40-44,F,AUS,14315
40-44,F,RUS,14315
45-49,F,CHN,14315
45-49,F,USA,14315
45-49,F,ARG,14315
50-54,F,JPN,14315
55-59,F,IRL,14316
55-59,F,CHN,14316
65-69,F,BRA,14316
50-54,F,JPN,14316
40-44,F,CHN,14316
50-54,F,CHN,14316
40-44,F,GBR,14316
50-54,F,VEN,14316
60-64,F,,14316
50-54,F,,14316
50-54,F,RSA,14316
50-54,F,ARG,14316
50-54,F,MEX,14316
45-49,F,,14316
40-44,F,JPN,14316
50-54,F,AUS,14316
50-54,F,SUI,14316
45-49,F,RSA,14316
40-44,F,USA,14316
55-59,F,JPN,14317
55-59,F,USA,14317
40-44,F,ARG,14317
45-49,F,GBR,14317
45-49,F,RSA,14317
50-54,F,AUS,14317
50-54,F,USA,14317
40-44,F,GBR,14317
45-49,F,GER,14317
50-54,F,MEX,14317
50-54,F,ARG,14317
50-54,F,IRL,14317
50-54,F,JPN,14317
60-64,F,GBR,14317
50-54,F,GBR,14317
50-54,F,RSA,14317
40-44,F,JPN,14317
45-49,F,JPN,14317
40-44,F,USA,14318
60-64,F,,14318
45-49,F,GER,14318
45-49,F,JPN,14318
45-49,F,JPN,14318
40-44,F,POL,14318
50-54,F,CHN,14318
40-44,F,USA,14318
50-54,F,JPN,14318
45-49,F,JPN,14318
55-59,F,JPN,14319
55-59,F,CAN,14319
55-59,F,FIN,14319
55-59,F,USA,14319
55-59,F,MEX,14319
65-69,F,JPN,14319
50-54,F,JPN,14319
40-44,F,HUN,14319
50-54,F,MEX,14319
40-44,F,USA,14319
45-49,F,ARG,14319
45-49,F,GBR,14319
45-49,F,BRA,14319
45-49,F,GBR,14319
40-44,F,JPN,14319
45-49,F,,14319
45-49,F,THA,14319
40-44,F,USA,14319
45-49,F,GBR,14319
60-64,F,JPN,14319
40-44,F,USA,14319
40-44,F,GBR,14319
55-59,F,GER,14320
55-59,F,JPN,14320
65-69,F,IRL,14320
55-59,F,IRL,14320
45-49,F,JPN,14320
50-54,F,MEX,14320
45-49,F,CHN,14320
40-44,F,USA,14320
45-49,F,USA,14320
45-49,F,NED,14320
40-44,F,TPE,14320
45-49,F,BRA,14320
45-49,F,FRA,14320
40-44,F,USA,14320
40-44,F,AUS,14320
40-44,F,SWE,14320
45-49,F,USA,14320
50-54,F,JPN,14320
55-59,F,AUS,14321
55-59,F,,14321
45-49,F,JPN,14321
40-44,F,IRL,14321
45-49,F,COL,14321
40-44,F,PER,14321
50-54,F,BUL,14321
40-44,F,CAN,14321
45-49,F,BRA,14321
40-44,F,USA,14321
40-44,F,RSA,14321
45-49,F,FRA,14321
50-54,F,GBR,14321
60-64,F,USA,14321
45-49,F,ESP,14321
40-44,F,SWE,14321
45-49,F,TPE,14321
45-49,F,USA,14321
45-49,F,,14321
60-64,F,CAN,14321
55-59,F,JPN,14322
55-59,F,JPN,14322
55-59,F,USA,14322
45-49,F,USA,14322
40-44,F,GBR,14322
40-44,F,CHN,14322
50-54,F,CHN,14322
40-44,F,BRA,14322
40-44,F,NED,14322
40-44,F,SUI,14322
40-44,F,GER,14322
40-44,F,CRO,14322
50-54,F,MEX,14322
50-54,F,JPN,14322
50-54,F,HKG,14322
45-49,F,IRL,14322
40-44,F,IRL,14322
40-44,F,USA,14322
60-64,F,USA,14322
50-54,F,JPN,14322
55-59,F,EST,14323
40-44,F,ITA,14323
40-44,F,MEX,14323
50-54,F,CHN,14323
40-44,F,GBR,14323
50-54,F,USA,14323
45-49,F,IRL,14323
45-49,F,GBR,14323
40-44,F,GBR,14323
40-44,F,GER,14323
45-49,F,USA,14323
40-44,F,USA,14323
50-54,F,COL,14323
60-64,F,USA,14323
40-44,F,USA,14323
40-44,F,JPN,14324
50-54,F,GBR,14324
40-44,F,CRO,14324
50-54,F,CHN,14324
50-54,F,GBR,14324
40-44,F,AUS,14324
40-44,F,USA,14324
45-49,F,NZL,14324
60-64,F,JPN,14324
